t,surge,sway,heave,roll,pitch,yaw,heave_vel
4.740000000000000213e+00,-4.329937240528058793e-18,-7.516259287072115411e-18,-8.446550250540221794e-02,3.191709439869058737e-18,7.567149890780089748e-18,8.727266922490322786e-13,1.124354165832826824e-01
4.750000000000000000e+00,-4.301072592017082923e-18,-7.464134803705742682e-18,-8.332252325595870812e-02,3.239537314727636079e-18,7.592688345764522637e-18,8.675201907118837841e-13,1.161605035124063934e-01
4.759999999999999787e+00,-4.271739033689548715e-18,-7.410560044157623883e-18,-8.214255113747499781e-02,3.286031973045886914e-18,7.614305211514914350e-18,8.621398288838546070e-13,1.198339926678374523e-01
4.770000000000000462e+00,-4.241952035268674319e-18,-7.355559403428705040e-18,-8.092611028151938668e-02,3.331164267941570246e-18,7.631977439842146946e-18,8.565879963733379231e-13,1.234542532511070656e-01
4.780000000000000249e+00,-4.211727362702228579e-18,-7.299157894043317947e-18,-7.967374100942926918e-02,3.374905613683552843e-18,7.645683992161700274e-18,8.508671589233450113e-13,1.270196781058690605e-01
4.790000000000000036e+00,-4.181081071612311564e-18,-7.241381135357389325e-18,-7.838599959232427083e-02,3.417228003081321136e-18,7.655405855453369658e-18,8.449798573160684126e-13,1.305286844310417360e-01
4.799999999999999822e+00,-4.150029500249165754e-18,-7.182255342461298735e-18,-7.706345800404203195e-02,3.458104024471363233e-18,7.661126057458107323e-18,8.389287062441267361e-13,1.339797144831371967e-01
4.810000000000000497e+00,-4.118589261955923529e-18,-7.121807314685467986e-18,-7.570670366710631483e-02,3.497506878294322803e-18,7.662829681098005312e-18,8.327163931489929512e-13,1.373712362674675003e-01
4.820000000000000284e+00,-4.086777237165959940e-18,-7.060064423724315973e-18,-7.431633919184020554e-02,3.535410393264040306e-18,7.660503878092198032e-18,8.263456770271227519e-13,1.407017442179218925e-01
4.830000000000000071e+00,-4.054610564966929756e-18,-6.997054601400542242e-18,-7.289298210874020634e-02,3.571789042135690720e-18,7.654137881730526354e-18,8.198193872043130054e-13,1.439697598650142296e-01
4.839999999999999858e+00,-4.022106634274584122e-18,-6.932806327096367192e-18,-7.143726459422992947e-02,3.606617957084748229e-18,7.643723018758968990e-18,8.131404220788348399e-13,1.471738324919051044e-01
4.850000000000000533e+00,-3.989283074664518959e-18,-6.867348614881024629e-18,-6.994983318991518373e-02,3.639872944711139893e-18,7.629252720326819353e-18,8.063117478339013734e-13,1.503125397781083228e-01
4.860000000000000320e+00,-3.956157746910711309e-18,-6.800711000364296941e-18,-6.843134851546503472e-02,3.671530500683545480e-18,7.610722531945566067e-18,7.993363971200399830e-13,1.533844884305969880e-01
4.870000000000000107e+00,-3.922748733276240115e-18,-6.732923527304327036e-18,-6.688248497524612590e-02,3.701567824037415092e-18,7.588130122413405809e-18,7.922174677079564807e-13,1.563883148020299707e-01
4.879999999999999893e+00,-3.889074327594379543e-18,-6.664016733994472188e-18,-6.530393045884057279e-02,3.729962831137170860e-18,7.561475291666755873e-18,7.849581211124892662e-13,1.593226854958249283e-01
4.889999999999999680e+00,-3.855153025168173397e-18,-6.594021639449100821e-18,-6.369638603558021306e-02,3.756694169308526883e-18,7.530759977530348959e-18,7.775615811882647551e-13,1.621862979578104214e-01
4.900000000000000355e+00,-3.821003512504644578e-18,-6.522969729402409212e-18,-6.206056564323272906e-02,3.781741230141530615e-18,7.495988261349361080e-18,7.700311326976777982e-13,1.649778810541950302e-01
4.910000000000000142e+00,-3.786644656887254157e-18,-6.450892942128213777e-18,-6.039719577097781011e-02,3.805084162459227377e-18,7.457166372499591277e-18,7.623701198518348477e-13,1.676961956355976779e-01
4.919999999999999929e+00,-3.752095495778293897e-18,-6.377823654082869793e-18,-5.870701513681392952e-02,3.826703884941524858e-18,7.414302691783591021e-18,7.545819448251064058e-13,1.703400350868895796e-01
4.929999999999999716e+00,-3.717375226032811898e-18,-6.303794665368522434e-18,-5.699077435953887188e-02,3.846582098389261552e-18,7.367407753730834698e-18,7.466700662439502381e-13,1.729082258626042923e-01
4.940000000000000391e+00,-3.682503192898394861e-18,-6.228839185010384610e-18,-5.524923562544951927e-02,3.864701297610310664e-18,7.316494247827652371e-18,7.386379976506758218e-13,1.753996280076787484e-01
4.950000000000000178e+00,-3.647498878771355647e-18,-6.152990816039924987e-18,-5.348317234990868779e-02,3.881044782907976411e-18,7.261577018706782882e-18,7.304893059428334203e-13,1.778131356632947913e-01
4.959999999999999964e+00,-3.612381891680079737e-18,-6.076283540375985892e-18,-5.169336883392922077e-02,3.895596671152182276e-18,7.202673065327087939e-18,7.222276097889202663e-13,1.801476775575969747e-01
4.969999999999999751e+00,-3.577171953470327102e-18,-5.998751703497896162e-18,-4.988061991592757094e-02,3.908341906416057764e-18,7.139801539170741473e-18,7.138565780211090567e-13,1.824022174810694674e-01
